index,id,localized_name,attack_type,primary_attr,roles,base_health,base_health_regen,base_mana,base_mana_regen,base_armor,base_mr,base_attack_min,base_attack_max,base_str,base_agi,base_int,str_gain,agi_gain,int_gain,attack_range,projectile_speed,attack_rate,base_attack_time,attack_point,move_speed,turn_rate,cm_enabled,legs,day_vision,night_vision
6342,98,Timbersaw,Melee,all,"['Nuker', 'Durable', 'Escape']",120,0.25,75,0.5,0.0,25,4,8,27,16,23,3.5,1.3,2.7,150,900,1.7,100,0.36,285,,True,2,1800,800
6343,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
6344,27,Shadow Shaman,Ranged,int,"['Support', 'Pusher', 'Disabler', 'Nuker', 'Initiator']",120,1.0,75,0.0,3.0,25,40,47,23,16,25,2.3,1.6,3.5,400,900,1.7,90,0.3,285,,True,2,1800,800
6345,50,Dazzle,Ranged,all,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.3,0.0,25,3,9,18,20,25,2.0,1.4,2.8,575,1200,1.7,100,0.3,305,0.7,True,2,1800,800
6346,111,Oracle,Ranged,int,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.25,75,0.5,1.0,25,13,19,20,15,26,2.4,1.7,3.8,620,900,1.7,100,0.3,295,0.7,True,2,1800,800
6347,28,Slardar,Melee,str,"['Carry', 'Durable', 'Initiator', 'Disabler', 'Escape']",120,0.5,75,0.0,3.0,25,30,38,21,17,15,3.6,2.4,1.5,150,0,1.7,100,0.36,300,,True,0,1800,800
6348,48,Luna,Ranged,agi,"['Carry', 'Nuker', 'Pusher']",120,0.5,75,0.0,2.0,25,26,32,21,24,23,2.2,3.4,1.9,330,900,1.7,100,0.35,325,,True,2,1800,800
6349,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
6350,62,Bounty Hunter,Melee,agi,"['Escape', 'Nuker']",120,0.75,75,0.5,5.0,25,33,41,19,21,22,2.5,2.6,1.9,150,900,1.5,100,0.59,325,,True,2,1800,1000
6351,99,Bristleback,Melee,str,"['Carry', 'Durable', 'Initiator', 'Nuker']",120,1.0,75,0.4,1.0,25,33,39,22,17,14,2.7,1.8,2.8,150,900,1.8,100,0.3,295,0.9,True,2,1800,800
6352,1,Anti-Mage,Melee,agi,"['Carry', 'Escape', 'Nuker']",120,0.75,75,0.0,1.0,25,29,33,19,24,12,1.6,2.8,1.8,150,0,1.4,100,0.3,310,,True,2,1800,800
6353,86,Rubick,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,27,33,21,23,25,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,0.7,True,2,1800,800
6354,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
6355,87,Disruptor,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.25,75,0.0,0.0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,,True,2,1800,800
6356,76,Outworld Devourer,Ranged,int,"['Carry', 'Nuker', 'Disabler']",120,1.0,75,0.0,2.5,25,19,31,21,22,30,2.9,1.6,4.2,450,900,1.9,100,0.46,320,,True,4,1800,800
6357,84,Ogre Magi,Melee,str,"['Support', 'Nuker', 'Disabler', 'Durable', 'Initiator']",120,1.5,120,0.0,4.0,25,44,50,23,14,0,4.2,1.5,0.0,150,900,1.7,100,0.3,290,,True,2,1800,800
6358,35,Sniper,Ranged,agi,"['Carry', 'Nuker']",120,0.25,75,0.0,-1.0,25,13,19,19,27,15,2.0,3.2,2.6,550,3000,1.7,100,0.17,285,0.7,True,2,1800,1400
6359,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
6360,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
6361,22,Zeus,Ranged,int,"['Nuker', 'Carry']",120,0.25,75,0.0,2.0,25,33,41,19,11,22,2.1,1.2,3.3,380,1100,1.7,100,0.35,315,,True,2,1800,800
6362,114,Monkey King,Melee,agi,"['Carry', 'Escape', 'Disabler', 'Initiator']",120,1.0,75,0.0,2.0,25,29,33,18,24,20,2.8,3.7,1.8,300,900,1.7,100,0.45,300,,True,2,1800,800
6363,120,Pangolier,Melee,all,"['Carry', 'Nuker', 'Disabler', 'Durable', 'Escape', 'Initiator']",120,0.75,75,0.0,2.0,25,8,14,19,18,16,2.7,2.5,1.9,150,900,1.7,100,0.33,295,0.9,True,2,1800,800
6364,119,Dark Willow,Ranged,all,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.75,75,0.0,0.0,25,5,13,20,18,21,2.0,1.3,2.6,475,1200,1.5,115,0.3,290,0.7,True,2,1800,800
6365,138,Muerta,Ranged,int,"['Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,-1.0,25,24,32,19,20,24,2.0,2.7,3.3,575,3000,1.6,100,0.35,295,0.7,True,2,1800,800
6366,98,Timbersaw,Melee,all,"['Nuker', 'Durable', 'Escape']",120,0.25,75,0.5,0.0,25,4,8,27,16,23,3.5,1.3,2.7,150,900,1.7,100,0.36,285,,True,2,1800,800
6367,23,Kunkka,Melee,str,"['Carry', 'Support', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.75,75,0.0,2.0,25,26,36,24,14,18,3.8,1.6,1.8,150,900,1.7,100,0.4,315,,True,2,1800,800
6368,121,Grimstroke,Ranged,int,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,21,25,21,18,25,2.4,1.9,3.8,600,900,1.7,100,0.35,290,,True,0,1800,800
6369,103,Elder Titan,Melee,str,"['Initiator', 'Disabler', 'Nuker', 'Durable']",120,0.75,75,0.25,0.0,25,23,33,26,16,23,3.0,1.8,1.6,150,900,1.7,100,0.35,310,,True,2,1800,800
6370,35,Sniper,Ranged,agi,"['Carry', 'Nuker']",120,0.25,75,0.0,-1.0,25,13,19,19,27,15,2.0,3.2,2.6,550,3000,1.7,100,0.17,285,0.7,True,2,1800,1400
6371,81,Chaos Knight,Melee,str,"['Carry', 'Disabler', 'Durable', 'Pusher', 'Initiator']",120,0.25,75,0.0,2.0,25,24,54,24,18,18,3.2,1.4,1.2,150,900,1.7,100,0.5,325,,True,2,1800,800
6372,98,Timbersaw,Melee,all,"['Nuker', 'Durable', 'Escape']",120,0.25,75,0.5,0.0,25,4,8,27,16,23,3.5,1.3,2.7,150,900,1.7,100,0.36,285,,True,2,1800,800
6373,31,Lich,Ranged,int,"['Support', 'Nuker']",120,0.5,75,0.75,-1.0,25,24,33,20,17,26,2.1,2.0,3.8,550,900,1.7,100,0.46,290,0.7,True,2,1800,800
6374,112,Winter Wyvern,Ranged,all,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,-4,1,20,16,26,2.2,1.5,2.8,425,700,1.7,90,0.25,285,,True,2,1800,800
6375,60,Night Stalker,Melee,str,"['Carry', 'Initiator', 'Durable', 'Disabler', 'Nuker']",120,2.0,75,0.25,2.0,25,40,44,23,18,15,3.0,2.2,1.6,150,900,1.7,100,0.55,295,,True,2,800,1800
6376,50,Dazzle,Ranged,all,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.3,0.0,25,3,9,18,20,25,2.0,1.4,2.8,575,1200,1.7,100,0.3,305,0.7,True,2,1800,800
6377,3,Bane,Ranged,all,"['Support', 'Disabler', 'Nuker', 'Durable']",120,0.25,75,0.0,1.0,25,-1,5,23,23,23,2.5,2.5,2.5,400,900,1.7,100,0.3,305,,True,4,1800,1200
6378,120,Pangolier,Melee,all,"['Carry', 'Nuker', 'Disabler', 'Durable', 'Escape', 'Initiator']",120,0.75,75,0.0,2.0,25,8,14,19,18,16,2.7,2.5,1.9,150,900,1.7,100,0.33,295,0.9,True,2,1800,800
6379,75,Silencer,Ranged,int,"['Carry', 'Support', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,18,32,19,22,25,2.2,2.4,2.9,600,900,1.6,100,0.5,290,,True,2,1800,800
6380,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
6381,97,Magnus,Melee,all,"['Initiator', 'Disabler', 'Nuker', 'Escape']",120,0.5,75,0.5,1.0,25,9,17,25,9,19,3.1,2.0,1.6,200,900,1.8,100,0.5,305,0.8,True,4,1800,800
6382,25,Lina,Ranged,int,"['Support', 'Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,21,29,20,23,30,2.4,2.4,3.8,670,1000,1.6,100,0.65,290,,True,2,1800,800
6383,6,Drow Ranger,Ranged,agi,"['Carry', 'Disabler', 'Pusher']",120,0.25,75,0.0,0.0,25,29,36,16,20,15,1.9,2.9,1.4,625,1250,1.7,100,0.5,300,0.7,True,2,1800,800
6384,85,Undying,Melee,str,"['Support', 'Durable', 'Disabler', 'Nuker']",120,-0.25,75,0.25,1.0,25,31,39,22,10,27,2.4,1.2,2.8,150,900,1.7,100,0.3,300,,True,2,1800,800
6385,44,Phantom Assassin,Melee,agi,"['Carry', 'Escape']",120,1.0,75,0.0,1.0,25,31,33,19,21,15,2.0,3.4,1.7,150,900,1.7,100,0.3,310,0.8,True,2,1800,800
6386,120,Pangolier,Melee,all,"['Carry', 'Nuker', 'Disabler', 'Durable', 'Escape', 'Initiator']",120,0.75,75,0.0,2.0,25,8,14,19,18,16,2.7,2.5,1.9,150,900,1.7,100,0.33,295,0.9,True,2,1800,800
6387,121,Grimstroke,Ranged,int,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,21,25,21,18,25,2.4,1.9,3.8,600,900,1.7,100,0.35,290,,True,0,1800,800
6388,20,Vengeful Spirit,Ranged,all,"['Support', 'Initiator', 'Disabler', 'Nuker', 'Escape']",120,0.25,75,0.0,0.0,25,9,15,20,21,19,2.1,2.1,1.2,400,1500,1.7,110,0.33,295,,True,2,1800,800
6389,16,Sand King,Melee,all,"['Initiator', 'Disabler', 'Support', 'Nuker', 'Escape']",120,0.25,75,0.0,1.0,25,7,15,22,19,17,2.3,1.8,1.8,150,900,1.7,110,0.53,290,,True,6,1800,800
6390,71,Spirit Breaker,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable', 'Escape']",120,1.25,75,0.5,1.0,25,31,41,28,17,14,3.3,1.7,1.8,150,900,1.9,100,0.6,295,,True,2,1800,800
6391,33,Enigma,Ranged,all,"['Disabler', 'Initiator', 'Pusher']",120,0.25,75,0.5,1.0,25,7,13,21,14,19,2.5,1.0,3.6,500,900,1.7,100,0.4,290,,True,0,1800,800
6392,86,Rubick,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,27,33,21,23,25,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,0.7,True,2,1800,800
6393,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
6394,15,Razor,Ranged,agi,"['Carry', 'Durable', 'Nuker', 'Pusher']",120,1.0,75,0.0,0.0,25,23,25,22,24,21,2.8,2.8,2.2,475,2000,1.7,100,0.3,280,,True,0,1800,800
6395,25,Lina,Ranged,int,"['Support', 'Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,21,29,20,23,30,2.4,2.4,3.8,670,1000,1.6,100,0.65,290,,True,2,1800,800
6396,104,Legion Commander,Melee,str,"['Carry', 'Disabler', 'Initiator', 'Durable', 'Nuker']",120,0.25,75,0.0,0.0,25,33,37,23,18,20,3.1,1.7,2.2,150,900,1.7,100,0.46,325,,True,2,1800,800
6397,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
6398,101,Skywrath Mage,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,-2.0,25,16,26,21,13,23,2.0,0.8,4.1,625,1000,1.7,90,0.4,325,,True,2,1800,800
6399,87,Disruptor,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.25,75,0.0,0.0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,,True,2,1800,800
6400,87,Disruptor,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.25,75,0.0,0.0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,,True,2,1800,800
6401,90,Keeper of the Light,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,20,27,18,15,23,2.3,1.6,3.2,600,900,1.7,100,0.3,320,0.7,True,2,1800,800
6402,62,Bounty Hunter,Melee,agi,"['Escape', 'Nuker']",120,0.75,75,0.5,5.0,25,33,41,19,21,22,2.5,2.6,1.9,150,900,1.5,100,0.59,325,,True,2,1800,1000
6403,99,Bristleback,Melee,str,"['Carry', 'Durable', 'Initiator', 'Nuker']",120,1.0,75,0.4,1.0,25,33,39,22,17,14,2.7,1.8,2.8,150,900,1.8,100,0.3,295,0.9,True,2,1800,800
6404,15,Razor,Ranged,agi,"['Carry', 'Durable', 'Nuker', 'Pusher']",120,1.0,75,0.0,0.0,25,23,25,22,24,21,2.8,2.8,2.2,475,2000,1.7,100,0.3,280,,True,0,1800,800
6405,113,Arc Warden,Ranged,agi,"['Carry', 'Escape', 'Nuker']",120,0.25,75,0.0,0.0,25,31,37,20,20,24,2.4,3.0,2.6,625,900,1.7,100,0.3,285,0.7,True,2,1800,800
6406,98,Timbersaw,Melee,all,"['Nuker', 'Durable', 'Escape']",120,0.25,75,0.5,0.0,25,4,8,27,16,23,3.5,1.3,2.7,150,900,1.7,100,0.36,285,,True,2,1800,800
6407,97,Magnus,Melee,all,"['Initiator', 'Disabler', 'Nuker', 'Escape']",120,0.5,75,0.5,1.0,25,9,17,25,9,19,3.1,2.0,1.6,200,900,1.8,100,0.5,305,0.8,True,4,1800,800
6408,14,Pudge,Melee,str,"['Disabler', 'Initiator', 'Durable', 'Nuker']",120,1.75,75,0.0,-1.0,25,45,51,25,14,16,3.0,1.4,1.8,175,0,1.7,100,0.5,280,0.7,True,2,1800,800
6409,51,Clockwerk,Melee,all,"['Initiator', 'Disabler', 'Durable', 'Nuker']",120,0.5,75,0.0,1.0,25,8,10,27,13,18,3.1,2.1,1.7,150,900,1.7,100,0.33,310,,True,2,1800,800
6410,49,Dragon Knight,Melee,str,"['Carry', 'Pusher', 'Durable', 'Disabler', 'Initiator', 'Nuker']",120,0.25,75,0.0,0.0,25,34,40,21,16,18,3.6,2.0,1.7,150,900,1.6,100,0.5,315,,True,2,1800,800
6411,97,Magnus,Melee,all,"['Initiator', 'Disabler', 'Nuker', 'Escape']",120,0.5,75,0.5,1.0,25,9,17,25,9,19,3.1,2.0,1.6,200,900,1.8,100,0.5,305,0.8,True,4,1800,800
6412,128,Snapfire,Ranged,all,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.75,75,0.0,1.0,25,4,10,21,16,21,3.2,1.2,2.1,500,1800,1.6,100,0.35,300,,True,2,1800,800
6413,103,Elder Titan,Melee,str,"['Initiator', 'Disabler', 'Nuker', 'Durable']",120,0.75,75,0.25,0.0,25,23,33,26,16,23,3.0,1.8,1.6,150,900,1.7,100,0.35,310,,True,2,1800,800
6414,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
6415,46,Templar Assassin,Ranged,agi,"['Carry', 'Escape']",120,0.25,75,0.0,0.0,25,30,36,23,23,20,2.4,3.2,2.0,200,900,1.7,100,0.3,310,0.7,True,2,1800,800
6416,14,Pudge,Melee,str,"['Disabler', 'Initiator', 'Durable', 'Nuker']",120,1.75,75,0.0,-1.0,25,45,51,25,14,16,3.0,1.4,1.8,175,0,1.7,100,0.5,280,0.7,True,2,1800,800
6417,31,Lich,Ranged,int,"['Support', 'Nuker']",120,0.5,75,0.75,-1.0,25,24,33,20,17,26,2.1,2.0,3.8,550,900,1.7,100,0.46,290,0.7,True,2,1800,800
6418,121,Grimstroke,Ranged,int,"['Support', 'Nuker', 'Disabler', 'Escape']",120,0.25,75,0.0,0.0,25,21,25,21,18,25,2.4,1.9,3.8,600,900,1.7,100,0.35,290,,True,0,1800,800
6419,126,Void Spirit,Melee,all,"['Carry', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.6,-1.0,25,4,8,21,19,24,2.3,2.2,2.5,200,900,1.7,100,0.35,290,0.7,True,2,1800,800
6420,129,Mars,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable']",120,0.25,75,0.5,-1.0,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,0.8,True,2,1800,800
6421,21,Windranger,Ranged,all,"['Carry', 'Support', 'Disabler', 'Escape', 'Nuker']",120,0.25,75,0.25,0.0,25,7,13,18,19,21,2.0,1.4,2.4,600,1250,1.5,90,0.4,290,0.8,True,2,1800,800
6422,51,Clockwerk,Melee,all,"['Initiator', 'Disabler', 'Durable', 'Nuker']",120,0.5,75,0.0,1.0,25,8,10,27,13,18,3.1,2.1,1.7,150,900,1.7,100,0.33,310,,True,2,1800,800
6423,87,Disruptor,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.25,75,0.0,0.0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,,True,2,1800,800
6424,70,Ursa,Melee,agi,"['Carry', 'Durable', 'Disabler']",120,1.0,75,0.0,1.0,25,24,28,25,18,16,2.6,2.8,1.5,150,900,1.7,100,0.3,310,,True,2,1800,800
6425,54,Lifestealer,Melee,str,"['Carry', 'Durable', 'Escape', 'Disabler']",120,0.25,75,0.0,1.0,25,22,28,25,19,15,2.4,2.6,1.8,150,900,1.7,120,0.39,320,0.9,True,2,1800,800
6426,135,Dawnbreaker,Melee,str,"['Carry', 'Durable']",120,0.25,75,0.0,2.0,25,29,33,25,14,20,3.4,1.7,2.0,150,900,1.7,100,0.46,300,0.6,True,2,1800,800
6427,113,Arc Warden,Ranged,agi,"['Carry', 'Escape', 'Nuker']",120,0.25,75,0.0,0.0,25,31,37,20,20,24,2.4,3.0,2.6,625,900,1.7,100,0.3,285,0.7,True,2,1800,800
6428,90,Keeper of the Light,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,20,27,18,15,23,2.3,1.6,3.2,600,900,1.7,100,0.3,320,0.7,True,2,1800,800
6429,71,Spirit Breaker,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable', 'Escape']",120,1.25,75,0.5,1.0,25,31,41,28,17,14,3.3,1.7,1.8,150,900,1.9,100,0.6,295,,True,2,1800,800
6430,21,Windranger,Ranged,all,"['Carry', 'Support', 'Disabler', 'Escape', 'Nuker']",120,0.25,75,0.25,0.0,25,7,13,18,19,21,2.0,1.4,2.4,600,1250,1.5,90,0.4,290,0.8,True,2,1800,800
6431,90,Keeper of the Light,Ranged,int,"['Support', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,20,27,18,15,23,2.3,1.6,3.2,600,900,1.7,100,0.3,320,0.7,True,2,1800,800
6432,20,Vengeful Spirit,Ranged,all,"['Support', 'Initiator', 'Disabler', 'Nuker', 'Escape']",120,0.25,75,0.0,0.0,25,9,15,20,21,19,2.1,2.1,1.2,400,1500,1.7,110,0.33,295,,True,2,1800,800
6433,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
6434,43,Death Prophet,Ranged,int,"['Carry', 'Pusher', 'Nuker', 'Disabler']",120,0.25,75,0.5,1.0,25,23,33,21,16,24,2.9,2.0,3.0,600,1000,1.7,100,0.5,290,0.8,True,2,1800,800
6435,7,Earthshaker,Melee,str,"['Support', 'Initiator', 'Disabler', 'Nuker']",120,1.0,75,0.0,2.0,25,27,37,22,12,18,3.7,1.4,2.1,150,0,1.7,100,0.467,315,0.9,True,2,1800,800
6436,26,Lion,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.5,75,0.0,0.0,25,29,35,18,15,20,2.2,1.5,3.5,600,900,1.7,115,0.43,290,,True,2,1800,800
6437,25,Lina,Ranged,int,"['Support', 'Carry', 'Nuker', 'Disabler']",120,0.25,75,0.0,0.0,25,21,29,20,23,30,2.4,2.4,3.8,670,1000,1.6,100,0.65,290,,True,2,1800,800
6438,10,Morphling,Ranged,agi,"['Carry', 'Escape', 'Durable', 'Nuker', 'Disabler']",120,0.5,75,0.5,-2.0,25,9,18,23,24,19,3.2,3.9,1.8,350,1300,1.5,100,0.5,285,0.7,True,0,1800,800
6439,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
6440,17,Storm Spirit,Ranged,int,"['Carry', 'Escape', 'Nuker', 'Initiator', 'Disabler']",120,0.5,75,0.6,1.0,25,24,34,21,22,23,2.0,2.6,3.9,480,1100,1.6,115,0.5,285,0.8,True,2,1800,800
6441,48,Luna,Ranged,agi,"['Carry', 'Nuker', 'Pusher']",120,0.5,75,0.0,2.0,25,26,32,21,24,23,2.2,3.4,1.9,330,900,1.7,100,0.35,325,,True,2,1800,800
6442,87,Disruptor,Ranged,int,"['Support', 'Disabler', 'Nuker', 'Initiator']",120,0.25,75,0.0,0.0,25,27,31,21,15,20,2.4,1.4,2.9,625,1200,1.7,100,0.4,295,,True,2,1800,800
6443,86,Rubick,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,1.0,25,27,33,21,23,25,2.0,2.5,3.7,550,1125,1.7,100,0.4,290,0.7,True,2,1800,800
6444,60,Night Stalker,Melee,str,"['Carry', 'Initiator', 'Durable', 'Disabler', 'Nuker']",120,2.0,75,0.25,2.0,25,40,44,23,18,15,3.0,2.2,1.6,150,900,1.7,100,0.55,295,,True,2,800,1800
6445,114,Monkey King,Melee,agi,"['Carry', 'Escape', 'Disabler', 'Initiator']",120,1.0,75,0.0,2.0,25,29,33,18,24,20,2.8,3.7,1.8,300,900,1.7,100,0.45,300,,True,2,1800,800
6446,129,Mars,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable']",120,0.25,75,0.5,-1.0,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,0.8,True,2,1800,800
6447,54,Lifestealer,Melee,str,"['Carry', 'Durable', 'Escape', 'Disabler']",120,0.25,75,0.0,1.0,25,22,28,25,19,15,2.4,2.6,1.8,150,900,1.7,120,0.39,320,0.9,True,2,1800,800
6448,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
6449,5,Crystal Maiden,Ranged,int,"['Support', 'Disabler', 'Nuker']",120,0.25,75,0.5,0.0,25,30,36,17,16,18,2.2,1.6,3.3,600,900,1.7,100,0.45,280,,True,2,1800,800
6450,54,Lifestealer,Melee,str,"['Carry', 'Durable', 'Escape', 'Disabler']",120,0.25,75,0.0,1.0,25,22,28,25,19,15,2.4,2.6,1.8,150,900,1.7,120,0.39,320,0.9,True,2,1800,800
6451,15,Razor,Ranged,agi,"['Carry', 'Durable', 'Nuker', 'Pusher']",120,1.0,75,0.0,0.0,25,23,25,22,24,21,2.8,2.8,2.2,475,2000,1.7,100,0.3,280,,True,0,1800,800
6452,55,Dark Seer,Melee,all,"['Initiator', 'Escape', 'Disabler']",120,1.0,75,0.0,2.0,25,7,13,22,19,21,2.6,1.8,2.7,150,900,1.7,100,0.59,295,,True,2,1800,800
6453,107,Earth Spirit,Melee,str,"['Nuker', 'Escape', 'Disabler', 'Initiator', 'Durable']",120,1.0,75,0.0,0.0,25,25,35,22,17,18,3.8,2.4,2.1,150,900,1.7,100,0.35,290,,True,2,1800,800
6454,65,Batrider,Ranged,all,"['Initiator', 'Disabler', 'Escape']",120,1.75,75,0.0,2.0,25,-4,0,28,15,22,2.2,1.4,2.0,400,900,1.7,100,0.3,330,0.9,True,2,1600,800
6455,109,Terrorblade,Melee,agi,"['Carry', 'Pusher', 'Nuker']",120,1.5,75,0.0,5.0,25,28,34,18,22,19,2.0,4.0,1.6,150,900,1.5,110,0.3,315,0.8,True,2,1800,800
6456,137,Primal Beast,Melee,str,"['Initiator', 'Durable', 'Disabler']",120,0.25,75,0.0,2.0,25,36,38,26,15,16,4.3,1.0,1.7,150,900,1.8,100,0.6,310,0.6,True,2,1800,800
6457,70,Ursa,Melee,agi,"['Carry', 'Durable', 'Disabler']",120,1.0,75,0.0,1.0,25,24,28,25,18,16,2.6,2.8,1.5,150,900,1.7,100,0.3,310,,True,2,1800,800
6458,19,Tiny,Melee,str,"['Carry', 'Nuker', 'Pusher', 'Initiator', 'Durable', 'Disabler']",120,1.5,75,0.0,0.0,25,31,37,30,0,17,4.0,0.0,2.2,150,900,1.7,90,0.4,285,,True,2,1800,800
6459,123,Hoodwink,Ranged,agi,"['Support', 'Nuker', 'Escape', 'Disabler']",120,0.25,75,0.0,0.0,25,22,29,17,24,21,2.0,3.6,2.9,575,1800,2.0,100,0.4,310,0.9,True,4,1800,800
6460,44,Phantom Assassin,Melee,agi,"['Carry', 'Escape']",120,1.0,75,0.0,1.0,25,31,33,19,21,15,2.0,3.4,1.7,150,900,1.7,100,0.3,310,0.8,True,2,1800,800
6461,129,Mars,Melee,str,"['Carry', 'Initiator', 'Disabler', 'Durable']",120,0.25,75,0.5,-1.0,25,26,34,23,20,21,3.7,1.7,2.2,250,900,1.8,100,0.4,310,0.8,True,2,1800,800
6462,126,Void Spirit,Melee,all,"['Carry', 'Escape', 'Nuker', 'Disabler']",120,0.25,75,0.6,-1.0,25,4,8,21,19,24,2.3,2.2,2.5,200,900,1.7,100,0.35,290,0.7,True,2,1800,800
6463,114,Monkey King,Melee,agi,"['Carry', 'Escape', 'Disabler', 'Initiator']",120,1.0,75,0.0,2.0,25,29,33,18,24,20,2.8,3.7,1.8,300,900,1.7,100,0.45,300,,True,2,1800,800
6464,91,Io,Ranged,all,"['Support', 'Escape', 'Nuker']",120,0.25,75,0.0,1.0,25,4,10,17,14,23,2.7,1.6,1.7,500,1200,1.7,100,0.3,320,0.7,True,0,1800,800
6465,105,Techies,Ranged,all,"['Nuker', 'Disabler']",120,0.25,75,1.0,2.0,25,3,5,19,14,25,2.5,1.3,3.0,700,900,1.7,90,0.5,300,,True,6,1800,800
